T	dT	f	X	dX	Y	dY	A	dA	phi	dphi
5,302E+1	1,414E-1	2,798E+2	8,420E-5	5,546E-7	1,957E-5	1,233E-6	8,645E-5	1,352E-6	2,284E-1	1,446E-2
5,302E+1	1,414E-1	2,800E+2	8,112E-5	5,661E-7	-9,600E-7	1,104E-6	8,113E-5	1,241E-6	-1,183E-2	-1,361E-2
5,302E+1	1,414E-1	2,802E+2	7,259E-5	8,898E-7	-1,485E-5	8,032E-7	7,410E-5	1,199E-6	-2,018E-1	-1,119E-2
5,302E+1	1,414E-1	2,805E+2	6,135E-5	9,544E-7	-2,319E-5	4,768E-7	6,558E-5	1,067E-6	-3,614E-1	-9,319E-3
5,302E+1	1,414E-1	2,808E+2	5,099E-5	9,873E-7	-2,737E-5	2,957E-7	5,787E-5	1,031E-6	-4,926E-1	-1,092E-2
5,302E+1	1,414E-1	2,810E+2	4,159E-5	6,408E-7	-2,895E-5	3,836E-7	5,068E-5	7,468E-7	-6,081E-1	-1,236E-2
5,302E+1	1,414E-1	2,812E+2	3,586E-5	4,594E-7	-2,747E-5	2,439E-7	4,517E-5	5,202E-7	-6,538E-1	-1,019E-2
5,302E+1	1,414E-1	2,815E+2	3,050E-5	4,475E-7	-2,646E-5	2,725E-7	4,038E-5	5,239E-7	-7,146E-1	-1,281E-2
5,302E+1	1,414E-1	2,818E+2	2,625E-5	3,300E-7	-2,610E-5	2,101E-7	3,701E-5	3,912E-7	-7,826E-1	-1,169E-2
5,302E+1	1,414E-1	2,820E+2	2,221E-5	3,841E-7	-2,409E-5	2,801E-7	3,277E-5	4,753E-7	-8,258E-1	-1,721E-2
5,302E+1	1,414E-1	2,822E+2	2,036E-5	3,266E-7	-2,256E-5	2,427E-7	3,039E-5	4,069E-7	-8,367E-1	-1,616E-2
5,302E+1	1,414E-1	2,825E+2	1,790E-5	3,748E-7	-2,166E-5	2,514E-7	2,810E-5	4,513E-7	-8,799E-1	-2,106E-2
5,302E+1	1,414E-1	2,828E+2	1,595E-5	3,135E-7	-2,048E-5	2,050E-7	2,596E-5	3,746E-7	-9,092E-1	-2,006E-2
5,302E+1	1,414E-1	2,830E+2	1,443E-5	2,495E-7	-1,928E-5	2,483E-7	2,408E-5	3,520E-7	-9,282E-1	-2,001E-2
5,302E+1	1,414E-1	2,832E+2	1,370E-5	3,781E-7	-1,879E-5	2,525E-7	2,325E-5	4,546E-7	-9,406E-1	-2,887E-2
5,302E+1	1,414E-1	2,835E+2	1,184E-5	2,874E-7	-1,790E-5	3,839E-7	2,147E-5	4,796E-7	-9,864E-1	-3,195E-2
5,302E+1	1,414E-1	2,838E+2	1,167E-5	3,209E-7	-1,622E-5	2,442E-7	1,998E-5	4,032E-7	-9,471E-1	-2,970E-2
5,302E+1	1,414E-1	2,840E+2	1,063E-5	2,362E-7	-1,580E-5	1,887E-7	1,905E-5	3,024E-7	-9,785E-1	-2,468E-2
5,302E+1	1,414E-1	2,842E+2	9,797E-6	1,365E-7	-1,495E-5	2,138E-7	1,788E-5	2,537E-7	-9,907E-1	-1,978E-2
5,302E+1	1,414E-1	2,845E+2	8,800E-6	1,319E-7	-1,472E-5	1,444E-7	1,715E-5	1,956E-7	-1,032E+0	-1,849E-2
5,302E+1	1,414E-1	2,848E+2	8,607E-6	1,884E-7	-1,393E-5	1,439E-7	1,637E-5	2,371E-7	-1,017E+0	-2,462E-2
5,302E+1	1,414E-1	2,850E+2	8,170E-6	1,395E-7	-1,344E-5	1,307E-7	1,573E-5	1,912E-7	-1,025E+0	-2,014E-2
5,302E+1	1,414E-1	2,852E+2	7,440E-6	1,511E-7	-1,309E-5	1,379E-7	1,506E-5	2,046E-7	-1,054E+0	-2,412E-2
5,302E+1	1,414E-1	2,855E+2	7,035E-6	9,680E-8	-1,242E-5	1,894E-7	1,427E-5	2,127E-7	-1,055E+0	-2,168E-2
5,302E+1	1,414E-1	2,858E+2	6,915E-6	1,169E-7	-1,199E-5	1,504E-7	1,384E-5	1,905E-7	-1,048E+0	-2,205E-2
5,302E+1	1,414E-1	2,860E+2	6,765E-6	1,537E-7	-1,135E-5	1,249E-7	1,321E-5	1,981E-7	-1,033E+0	-2,608E-2
5,302E+1	1,414E-1	2,862E+2	6,268E-6	1,363E-7	-1,110E-5	1,662E-7	1,275E-5	2,149E-7	-1,057E+0	-2,790E-2
5,302E+1	1,414E-1	2,865E+2	5,970E-6	1,007E-7	-1,088E-5	1,049E-7	1,241E-5	1,454E-7	-1,069E+0	-2,077E-2
5,302E+1	1,414E-1	2,868E+2	5,372E-6	1,220E-7	-1,056E-5	1,186E-7	1,185E-5	1,701E-7	-1,100E+0	-2,787E-2
5,302E+1	1,414E-1	2,870E+2	5,345E-6	9,651E-8	-1,015E-5	9,563E-8	1,147E-5	1,359E-7	-1,086E+0	-2,212E-2
5,302E+1	1,414E-1	2,872E+2	5,198E-6	1,303E-7	-9,680E-6	1,248E-7	1,099E-5	1,804E-7	-1,078E+0	-3,038E-2
5,302E+1	1,414E-1	2,875E+2	5,187E-6	9,038E-8	-9,337E-6	1,975E-7	1,068E-5	2,172E-7	-1,064E+0	-2,915E-2
5,302E+1	1,414E-1	2,878E+2	5,060E-6	1,276E-7	-8,945E-6	1,236E-7	1,028E-5	1,776E-7	-1,056E+0	-3,036E-2
5,302E+1	1,414E-1	2,880E+2	4,677E-6	1,179E-7	-8,840E-6	1,089E-7	1,000E-5	1,605E-7	-1,084E+0	-3,041E-2
5,302E+1	1,414E-1	2,882E+2	4,540E-6	1,090E-7	-8,678E-6	1,100E-7	9,793E-6	1,548E-7	-1,089E+0	-2,955E-2
5,302E+1	1,414E-1	2,885E+2	4,285E-6	8,982E-8	-8,770E-6	1,100E-7	9,761E-6	1,420E-7	-1,116E+0	-2,727E-2
5,302E+1	1,414E-1	2,888E+2	4,223E-6	1,534E-7	-7,908E-6	1,732E-7	8,964E-6	2,314E-7	-1,080E+0	-4,583E-2
5,302E+1	1,414E-1	2,890E+2	4,080E-6	1,878E-7	-8,140E-6	1,072E-7	9,105E-6	2,162E-7	-1,106E+0	-5,295E-2
5,302E+1	1,414E-1	2,892E+2	3,830E-6	1,663E-7	-7,825E-6	1,784E-7	8,712E-6	2,439E-7	-1,116E+0	-5,471E-2
5,302E+1	1,414E-1	2,895E+2	3,642E-6	1,505E-7	-7,747E-6	1,060E-7	8,561E-6	1,841E-7	-1,131E+0	-4,924E-2
5,302E+1	1,414E-1	2,898E+2	3,477E-6	1,427E-7	-7,658E-6	1,122E-7	8,410E-6	1,815E-7	-1,145E+0	-4,988E-2
5,302E+1	1,414E-1	2,900E+2	3,725E-6	1,349E-7	-7,190E-6	9,649E-8	8,098E-6	1,659E-7	-1,093E+0	-4,221E-2
5,302E+1	1,414E-1	2,902E+2	3,305E-6	1,347E-7	-7,240E-6	1,558E-7	7,959E-6	2,060E-7	-1,143E+0	-5,266E-2
5,302E+1	1,414E-1	2,905E+2	3,495E-6	2,068E-7	-7,120E-6	1,817E-7	7,932E-6	2,753E-7	-1,114E+0	-7,182E-2
5,302E+1	1,414E-1	2,908E+2	3,263E-6	1,245E-7	-6,585E-6	9,974E-8	7,349E-6	1,596E-7	-1,111E+0	-4,562E-2
5,302E+1	1,414E-1	2,910E+2	2,993E-6	1,323E-7	-6,775E-6	1,688E-7	7,406E-6	2,144E-7	-1,155E+0	-5,859E-2
5,302E+1	1,414E-1	2,912E+2	3,358E-6	1,508E-7	-6,517E-6	1,421E-7	7,331E-6	2,072E-7	-1,095E+0	-5,468E-2
5,302E+1	1,414E-1	2,915E+2	2,913E-6	6,443E-7	-6,443E-6	6,978E-7	7,070E-6	9,497E-7	-1,146E+0	-2,823E-1
5,302E+1	1,414E-1	2,918E+2	2,665E-6	7,478E-7	-5,880E-6	8,662E-7	6,456E-6	1,144E-6	-1,145E+0	-3,630E-1
5,302E+1	1,414E-1	2,920E+2	2,795E-6	1,760E-7	-6,433E-6	1,306E-7	7,013E-6	2,192E-7	-1,161E+0	-7,681E-2
5,302E+1	1,414E-1	2,922E+2	2,617E-6	1,592E-7	-5,918E-6	1,122E-7	6,471E-6	1,948E-7	-1,154E+0	-7,354E-2
5,302E+1	1,414E-1	2,925E+2	2,712E-6	1,683E-7	-6,300E-6	1,756E-7	6,859E-6	2,432E-7	-1,164E+0	-7,919E-2
5,302E+1	1,414E-1	2,928E+2	2,910E-6	1,884E-7	-5,817E-6	1,472E-7	6,505E-6	2,391E-7	-1,107E+0	-7,696E-2
5,302E+1	1,414E-1	2,930E+2	2,490E-6	1,671E-7	-5,750E-6	2,098E-7	6,266E-6	2,682E-7	-1,162E+0	-8,876E-2
5,302E+1	1,414E-1	2,932E+2	2,425E-6	1,897E-7	-5,590E-6	1,531E-7	6,093E-6	2,438E-7	-1,161E+0	-9,627E-2
5,302E+1	1,414E-1	2,935E+2	2,437E-6	1,530E-7	-5,490E-6	1,369E-7	6,007E-6	2,053E-7	-1,153E+0	-7,789E-2
5,302E+1	1,414E-1	2,938E+2	2,547E-6	1,653E-7	-5,438E-6	1,568E-7	6,005E-6	2,278E-7	-1,133E+0	-8,040E-2
5,302E+1	1,414E-1	2,940E+2	2,250E-6	1,546E-7	-5,323E-6	1,090E-7	5,779E-6	1,892E-7	-1,171E+0	-8,396E-2
5,302E+1	1,414E-1	2,942E+2	2,317E-6	1,185E-7	-5,182E-6	1,558E-7	5,677E-6	1,958E-7	-1,150E+0	-6,823E-2
5,302E+1	1,414E-1	2,945E+2	2,130E-6	1,278E-7	-5,085E-6	1,088E-7	5,513E-6	1,678E-7	-1,174E+0	-7,477E-2
5,302E+1	1,414E-1	2,948E+2	2,377E-6	1,428E-7	-5,117E-6	1,047E-7	5,643E-6	1,771E-7	-1,136E+0	-7,207E-2
5,302E+1	1,414E-1	2,950E+2	2,662E-6	1,887E-7	-5,118E-6	2,498E-7	5,769E-6	3,131E-7	-1,091E+0	-9,389E-2
5,302E+1	1,414E-1	2,952E+2	2,438E-6	1,423E-7	-5,182E-6	9,128E-8	5,727E-6	1,690E-7	-1,131E+0	-6,895E-2
5,302E+1	1,414E-1	2,955E+2	2,128E-6	1,942E-7	-4,917E-6	1,683E-7	5,358E-6	2,570E-7	-1,162E+0	-1,133E-1
5,302E+1	1,414E-1	2,958E+2	1,920E-6	1,772E-7	-4,600E-6	1,724E-7	4,985E-6	2,473E-7	-1,175E+0	-1,171E-1
5,302E+1	1,414E-1	2,960E+2	1,528E-6	1,933E-7	-4,280E-6	1,256E-7	4,544E-6	2,306E-7	-1,228E+0	-1,595E-1
5,302E+1	1,414E-1	2,962E+2	2,288E-6	1,452E-7	-4,665E-6	1,102E-7	5,196E-6	1,823E-7	-1,115E+0	-7,552E-2
5,302E+1	1,414E-1	2,965E+2	1,877E-6	1,913E-7	-4,610E-6	1,821E-7	4,978E-6	2,641E-7	-1,184E+0	-1,294E-1
5,302E+1	1,414E-1	2,968E+2	1,922E-6	1,966E-7	-4,563E-6	2,339E-7	4,951E-6	3,055E-7	-1,172E+0	-1,341E-1
5,302E+1	1,414E-1	2,970E+2	1,935E-6	5,128E-7	-4,318E-6	4,007E-7	4,731E-6	6,508E-7	-1,149E+0	-3,228E-1
5,302E+1	1,414E-1	2,972E+2	2,195E-6	2,609E-7	-4,113E-6	2,249E-7	4,662E-6	3,444E-7	-1,081E+0	-1,414E-1
5,302E+1	1,414E-1	2,975E+2	2,130E-6	2,617E-7	-4,305E-6	2,106E-7	4,803E-6	3,359E-7	-1,111E+0	-1,470E-1
5,302E+1	1,414E-1	2,978E+2	2,045E-6	3,545E-7	-4,758E-6	2,435E-7	5,178E-6	4,301E-7	-1,165E+0	-2,105E-1
5,302E+1	1,414E-1	2,980E+2	1,085E-6	2,254E-7	-4,243E-6	2,765E-7	4,379E-6	3,567E-7	-1,320E+0	-2,875E-1
5,302E+1	1,414E-1	2,982E+2	1,658E-6	3,657E-7	-3,935E-6	4,552E-7	4,270E-6	5,839E-7	-1,172E+0	-2,920E-1
5,302E+1	1,414E-1	2,985E+2	2,187E-6	4,097E-7	-4,427E-6	6,981E-7	4,938E-6	8,095E-7	-1,112E+0	-2,722E-1
5,641E+1	1,334E-1	2,612E+2	1,218E-1	8,383E-2	6,090E-2	6,090E-2	1,362E-1	1,036E-1	4,637E-1	5,629E-1
5,641E+1	1,334E-1	2,615E+2	-1,420E-6	6,576E-7	4,640E-6	7,261E-7	4,852E-6	9,796E-7	1,868E+0	9,130E-1
5,641E+1	1,334E-1	2,618E+2	-1,845E-6	6,329E-7	4,350E-6	5,975E-7	4,725E-6	8,704E-7	1,972E+0	7,287E-1
5,641E+1	1,334E-1	2,620E+2	1,400E-7	3,877E-7	5,425E-6	5,315E-7	5,427E-6	6,578E-7	1,545E+0	4,281E+0
5,641E+1	1,334E-1	2,622E+2	-2,125E-6	5,710E-7	5,065E-6	6,179E-7	5,493E-6	8,414E-7	1,968E+0	5,808E-1
5,641E+1	1,334E-1	2,625E+2	-1,585E-6	5,904E-7	4,822E-6	6,228E-7	5,076E-6	8,582E-7	1,888E+0	7,444E-1
5,641E+1	1,334E-1	2,628E+2	-1,508E-6	4,166E-7	5,292E-6	5,220E-7	5,503E-6	6,679E-7	1,848E+0	5,424E-1
5,641E+1	1,334E-1	2,630E+2	-1,398E-6	5,211E-7	4,878E-6	4,402E-7	5,074E-6	6,821E-7	1,850E+0	7,097E-1
5,641E+1	1,334E-1	2,632E+2	-1,205E-6	5,455E-7	5,435E-6	4,369E-7	5,567E-6	6,989E-7	1,789E+0	8,225E-1
5,641E+1	1,334E-1	2,635E+2	-1,858E-6	4,395E-7	5,185E-6	4,891E-7	5,508E-6	6,575E-7	1,915E+0	4,877E-1
5,641E+1	1,334E-1	2,638E+2	-1,365E-6	4,298E-7	5,892E-6	4,590E-7	6,049E-6	6,288E-7	1,798E+0	5,834E-1
5,641E+1	1,334E-1	2,640E+2	-1,320E-6	4,119E-7	5,068E-6	4,785E-7	5,237E-6	6,313E-7	1,826E+0	5,952E-1
5,641E+1	1,334E-1	2,642E+2	-2,282E-6	3,981E-7	5,208E-6	4,365E-7	5,686E-6	5,908E-7	1,984E+0	3,839E-1
5,641E+1	1,334E-1	2,645E+2	-2,017E-6	4,414E-7	5,498E-6	4,137E-7	5,856E-6	6,050E-7	1,923E+0	4,448E-1
5,641E+1	1,334E-1	2,648E+2	-1,875E-6	3,571E-7	5,510E-6	3,606E-7	5,820E-6	5,075E-7	1,899E+0	3,824E-1
5,641E+1	1,334E-1	2,650E+2	-2,550E-6	3,118E-7	5,990E-6	3,534E-7	6,510E-6	4,713E-7	1,973E+0	2,679E-1
5,641E+1	1,334E-1	2,652E+2	-2,033E-6	3,549E-7	5,483E-6	2,641E-7	5,847E-6	4,424E-7	1,926E+0	3,488E-1
5,641E+1	1,334E-1	2,655E+2	-1,548E-6	3,061E-7	6,087E-6	3,895E-7	6,281E-6	4,954E-7	1,820E+0	3,783E-1
5,641E+1	1,334E-1	2,658E+2	-1,667E-6	3,818E-7	6,017E-6	2,984E-7	6,244E-6	4,846E-7	1,841E+0	4,313E-1
5,641E+1	1,334E-1	2,660E+2	-1,707E-6	3,624E-7	6,545E-6	2,774E-7	6,764E-6	4,564E-7	1,826E+0	3,952E-1
5,641E+1	1,334E-1	2,662E+2	-1,805E-6	3,599E-7	6,630E-6	3,535E-7	6,871E-6	5,044E-7	1,837E+0	3,790E-1
5,641E+1	1,334E-1	2,665E+2	-2,473E-6	3,458E-7	6,320E-6	3,237E-7	6,786E-6	4,736E-7	1,944E+0	2,895E-1
5,641E+1	1,334E-1	2,668E+2	-2,257E-6	3,700E-7	6,870E-6	2,987E-7	7,231E-6	4,756E-7	1,888E+0	3,202E-1
5,641E+1	1,334E-1	2,670E+2	-2,203E-6	3,147E-7	6,643E-6	2,898E-7	6,998E-6	4,278E-7	1,891E+0	2,825E-1
5,641E+1	1,334E-1	2,672E+2	-2,268E-6	2,597E-7	7,083E-6	3,008E-7	7,437E-6	3,974E-7	1,881E+0	2,297E-1
5,641E+1	1,334E-1	2,675E+2	-2,330E-6	3,089E-7	6,830E-6	2,583E-7	7,216E-6	4,027E-7	1,900E+0	2,619E-1
5,641E+1	1,334E-1	2,678E+2	-2,333E-6	2,957E-7	6,893E-6	2,809E-7	7,276E-6	4,079E-7	1,897E+0	2,527E-1
5,641E+1	1,334E-1	2,680E+2	-2,377E-6	2,600E-7	7,685E-6	3,334E-7	8,044E-6	4,228E-7	1,871E+0	2,201E-1
5,641E+1	1,334E-1	2,682E+2	-2,177E-6	3,557E-7	8,048E-6	3,697E-7	8,337E-6	5,130E-7	1,835E+0	3,114E-1
5,641E+1	1,334E-1	2,685E+2	-2,180E-6	2,704E-7	7,725E-6	2,550E-7	8,027E-6	3,717E-7	1,846E+0	2,370E-1
5,641E+1	1,334E-1	2,688E+2	-2,262E-6	2,890E-7	7,900E-6	2,418E-7	8,218E-6	3,768E-7	1,850E+0	2,430E-1
5,641E+1	1,334E-1	2,690E+2	-1,865E-6	2,381E-7	8,057E-6	2,943E-7	8,271E-6	3,785E-7	1,798E+0	2,388E-1
5,641E+1	1,334E-1	2,692E+2	-2,620E-6	2,867E-7	8,892E-6	3,042E-7	9,270E-6	4,180E-7	1,857E+0	2,130E-1
5,641E+1	1,334E-1	2,695E+2	-2,315E-6	2,899E-7	8,718E-6	2,755E-7	9,020E-6	3,999E-7	1,830E+0	2,364E-1
5,641E+1	1,334E-1	2,698E+2	-2,228E-6	3,491E-7	8,798E-6	3,294E-7	9,075E-6	4,799E-7	1,819E+0	2,930E-1
5,641E+1	1,334E-1	2,700E+2	-2,123E-6	4,148E-7	8,785E-6	4,126E-7	9,038E-6	5,851E-7	1,808E+0	3,634E-1
5,641E+1	1,334E-1	2,702E+2	-2,745E-6	2,774E-7	8,950E-6	2,979E-7	9,361E-6	4,071E-7	1,868E+0	1,988E-1
5,641E+1	1,334E-1	2,705E+2	-2,852E-6	2,796E-7	9,142E-6	3,506E-7	9,577E-6	4,484E-7	1,873E+0	1,972E-1
5,641E+1	1,334E-1	2,708E+2	-2,525E-6	2,300E-7	1,002E-5	3,318E-7	1,033E-5	4,037E-7	1,818E+0	1,762E-1
5,641E+1	1,334E-1	2,710E+2	-3,278E-6	1,725E-7	9,425E-6	2,395E-7	9,979E-6	2,952E-7	1,905E+0	1,114E-1
5,641E+1	1,334E-1	2,712E+2	-2,825E-6	1,523E-7	1,024E-5	2,126E-7	1,062E-5	2,615E-7	1,840E+0	1,063E-1
5,641E+1	1,334E-1	2,715E+2	-2,778E-6	2,818E-7	1,077E-5	2,552E-7	1,112E-5	3,802E-7	1,823E+0	1,899E-1
5,641E+1	1,334E-1	2,718E+2	-3,150E-6	2,423E-7	1,123E-5	2,112E-7	1,166E-5	3,215E-7	1,844E+0	1,461E-1
5,641E+1	1,334E-1	2,720E+2	-2,730E-6	2,161E-7	1,125E-5	1,854E-7	1,158E-5	2,848E-7	1,809E+0	1,462E-1
5,641E+1	1,334E-1	2,722E+2	-2,920E-6	2,256E-7	1,166E-5	1,910E-7	1,202E-5	2,955E-7	1,816E+0	1,434E-1
5,641E+1	1,334E-1	2,725E+2	-3,083E-6	2,022E-7	1,190E-5	1,949E-7	1,229E-5	2,808E-7	1,824E+0	1,233E-1
5,641E+1	1,334E-1	2,728E+2	-2,792E-6	1,770E-7	1,283E-5	1,411E-7	1,313E-5	2,264E-7	1,785E+0	1,149E-1
5,641E+1	1,334E-1	2,730E+2	-3,065E-6	1,734E-7	1,300E-5	1,960E-7	1,336E-5	2,617E-7	1,802E+0	1,055E-1
5,641E+1	1,334E-1	2,732E+2	-3,353E-6	1,734E-7	1,357E-5	1,417E-7	1,398E-5	2,239E-7	1,813E+0	9,565E-2
5,641E+1	1,334E-1	2,735E+2	-3,005E-6	1,507E-7	1,426E-5	1,399E-7	1,457E-5	2,057E-7	1,779E+0	9,091E-2
5,641E+1	1,334E-1	2,738E+2	-3,058E-6	1,398E-7	1,499E-5	1,937E-7	1,530E-5	2,389E-7	1,772E+0	8,422E-2
5,641E+1	1,334E-1	2,740E+2	-3,125E-6	2,216E-7	1,580E-5	1,915E-7	1,611E-5	2,928E-7	1,766E+0	1,270E-1
5,641E+1	1,334E-1	2,742E+2	-3,483E-6	1,748E-7	1,582E-5	1,291E-7	1,620E-5	2,173E-7	1,787E+0	9,090E-2
5,641E+1	1,334E-1	2,745E+2	-2,860E-6	2,124E-7	1,680E-5	2,055E-7	1,704E-5	2,955E-7	1,739E+0	1,309E-1
5,641E+1	1,334E-1	2,748E+2	-2,775E-6	2,104E-7	1,760E-5	2,344E-7	1,782E-5	3,150E-7	1,727E+0	1,330E-1
5,641E+1	1,334E-1	2,750E+2	-3,498E-6	1,430E-7	1,868E-5	1,499E-7	1,901E-5	2,072E-7	1,756E+0	7,315E-2
5,641E+1	1,334E-1	2,752E+2	-2,970E-6	1,656E-7	1,996E-5	1,998E-7	2,018E-5	2,595E-7	1,718E+0	9,736E-2
5,641E+1	1,334E-1	2,755E+2	-3,348E-6	1,540E-7	2,125E-5	1,963E-7	2,151E-5	2,496E-7	1,727E+0	8,106E-2
5,641E+1	1,334E-1	2,758E+2	-2,338E-6	1,524E-7	2,259E-5	2,134E-7	2,271E-5	2,623E-7	1,674E+0	1,103E-1
5,641E+1	1,334E-1	2,760E+2	-2,160E-6	2,251E-7	2,429E-5	2,727E-7	2,439E-5	3,536E-7	1,659E+0	1,740E-1
5,641E+1	1,334E-1	2,762E+2	-1,928E-6	1,880E-7	2,637E-5	2,618E-7	2,644E-5	3,223E-7	1,644E+0	1,612E-1
5,641E+1	1,334E-1	2,765E+2	-1,080E-6	1,711E-7	2,824E-5	2,322E-7	2,826E-5	2,884E-7	1,609E+0	2,552E-1
5,641E+1	1,334E-1	2,768E+2	-5,650E-7	1,900E-7	3,055E-5	1,904E-7	3,056E-5	2,690E-7	1,589E+0	5,346E-1
5,641E+1	1,334E-1	2,770E+2	8,175E-7	2,902E-7	3,333E-5	3,055E-7	3,335E-5	4,214E-7	1,546E+0	5,492E-1
5,641E+1	1,334E-1	2,772E+2	1,183E-6	2,388E-7	3,632E-5	2,865E-7	3,634E-5	3,730E-7	1,538E+0	3,108E-1
5,641E+1	1,334E-1	2,775E+2	3,475E-6	3,249E-7	4,000E-5	4,020E-7	4,015E-5	5,169E-7	1,484E+0	1,396E-1
5,641E+1	1,334E-1	2,778E+2	6,950E-6	3,200E-7	4,437E-5	3,368E-7	4,491E-5	4,646E-7	1,415E+0	6,606E-2
5,641E+1	1,334E-1	2,780E+2	1,108E-5	4,243E-7	4,905E-5	2,907E-7	5,029E-5	5,143E-7	1,349E+0	5,229E-2
5,641E+1	1,334E-1	2,782E+2	1,888E-5	6,854E-7	5,457E-5	3,899E-7	5,775E-5	7,886E-7	1,238E+0	4,579E-2
5,641E+1	1,334E-1	2,785E+2	2,843E-5	8,606E-7	5,788E-5	4,128E-7	6,449E-5	9,545E-7	1,114E+0	3,465E-2
5,641E+1	1,334E-1	2,788E+2	4,190E-5	9,769E-7	5,979E-5	4,690E-7	7,301E-5	1,084E-6	9,595E-1	2,360E-2
5,641E+1	1,334E-1	2,790E+2	5,755E-5	1,186E-6	5,605E-5	5,248E-7	8,033E-5	1,297E-6	7,722E-1	1,747E-2
5,641E+1	1,334E-1	2,792E+2	7,519E-5	1,072E-6	4,440E-5	6,522E-7	8,732E-5	1,255E-6	5,334E-1	1,092E-2
5,641E+1	1,334E-1	2,795E+2	8,373E-5	8,483E-7	2,375E-5	1,156E-6	8,703E-5	1,434E-6	2,764E-1	1,375E-2
5,641E+1	1,334E-1	2,798E+2	8,263E-5	7,763E-7	3,770E-6	1,275E-6	8,272E-5	1,493E-6	4,559E-2	1,542E-2
5,641E+1	1,334E-1	2,800E+2	7,465E-5	6,420E-7	-1,326E-5	7,793E-7	7,582E-5	1,010E-6	-1,758E-1	-1,044E-2
5,641E+1	1,334E-1	2,802E+2	6,365E-5	8,293E-7	-2,074E-5	4,728E-7	6,695E-5	9,546E-7	-3,149E-1	-8,270E-3
5,641E+1	1,334E-1	2,805E+2	5,286E-5	7,962E-7	-2,633E-5	4,615E-7	5,905E-5	9,203E-7	-4,621E-1	-1,068E-2
5,641E+1	1,334E-1	2,808E+2	4,421E-5	7,028E-7	-2,823E-5	2,563E-7	5,246E-5	7,481E-7	-5,683E-1	-1,040E-2
5,641E+1	1,334E-1	2,810E+2	3,803E-5	5,620E-7	-2,727E-5	5,174E-7	4,680E-5	7,639E-7	-6,221E-1	-1,496E-2
5,641E+1	1,334E-1	2,812E+2	3,156E-5	5,779E-7	-2,643E-5	4,115E-7	4,117E-5	7,094E-7	-6,972E-1	-1,676E-2
5,641E+1	1,334E-1	2,815E+2	2,724E-5	4,636E-7	-2,565E-5	3,463E-7	3,742E-5	5,786E-7	-7,554E-1	-1,641E-2
5,641E+1	1,334E-1	2,818E+2	2,368E-5	4,744E-7	-2,517E-5	3,142E-7	3,456E-5	5,690E-7	-8,157E-1	-1,925E-2
5,641E+1	1,334E-1	2,820E+2	2,068E-5	3,944E-7	-2,389E-5	3,777E-7	3,160E-5	5,461E-7	-8,575E-1	-2,124E-2
5,641E+1	1,334E-1	2,822E+2	1,876E-5	3,139E-7	-2,225E-5	3,530E-7	2,910E-5	4,724E-7	-8,703E-1	-2,007E-2
5,641E+1	1,334E-1	2,825E+2	1,642E-5	4,241E-7	-2,115E-5	5,090E-7	2,677E-5	6,625E-7	-9,106E-1	-3,215E-2
5,641E+1	1,334E-1	2,828E+2	1,478E-5	5,027E-7	-2,019E-5	4,623E-7	2,502E-5	6,829E-7	-9,390E-1	-3,851E-2
5,641E+1	1,334E-1	2,830E+2	1,356E-5	3,126E-7	-1,816E-5	4,688E-7	2,267E-5	5,635E-7	-9,293E-1	-3,216E-2
5,641E+1	1,334E-1	2,832E+2	1,235E-5	2,364E-7	-1,775E-5	2,540E-7	2,163E-5	3,470E-7	-9,628E-1	-2,301E-2
5,641E+1	1,334E-1	2,835E+2	1,131E-5	2,948E-7	-1,686E-5	3,365E-7	2,030E-5	4,473E-7	-9,797E-1	-3,215E-2
5,641E+1	1,334E-1	2,838E+2	1,089E-5	2,713E-7	-1,590E-5	2,474E-7	1,927E-5	3,672E-7	-9,705E-1	-2,851E-2
5,641E+1	1,334E-1	2,840E+2	1,029E-5	2,417E-7	-1,547E-5	2,103E-7	1,858E-5	3,204E-7	-9,836E-1	-2,668E-2
5,641E+1	1,334E-1	2,842E+2	9,540E-6	2,400E-7	-1,441E-5	1,983E-7	1,728E-5	3,113E-7	-9,861E-1	-2,827E-2
5,641E+1	1,334E-1	2,845E+2	8,720E-6	2,998E-7	-1,440E-5	2,490E-7	1,683E-5	3,897E-7	-1,026E+0	-3,950E-2
5,641E+1	1,334E-1	2,848E+2	8,210E-6	2,287E-7	-1,353E-5	1,031E-7	1,583E-5	2,509E-7	-1,025E+0	-2,961E-2
5,641E+1	1,334E-1	2,850E+2	7,945E-6	1,563E-7	-1,259E-5	1,444E-7	1,489E-5	2,128E-7	-1,008E+0	-2,295E-2
5,641E+1	1,334E-1	2,852E+2	7,337E-6	1,374E-7	-1,243E-5	1,695E-7	1,443E-5	2,182E-7	-1,037E+0	-2,403E-2
5,641E+1	1,334E-1	2,855E+2	6,988E-6	2,135E-7	-1,212E-5	1,790E-7	1,399E-5	2,786E-7	-1,048E+0	-3,555E-2
5,641E+1	1,334E-1	2,858E+2	6,473E-6	1,303E-7	-1,182E-5	1,238E-7	1,347E-5	1,797E-7	-1,070E+0	-2,427E-2
5,641E+1	1,334E-1	2,860E+2	6,417E-6	1,556E-7	-1,126E-5	1,709E-7	1,296E-5	2,311E-7	-1,053E+0	-3,012E-2
