f / Hz	X / V	dX / V	Y / V	dY / V	A / V	dA / V	phi / rad	dphi/rad
4,944E+3	-3,720E-7	2,973E-8	3,300E-7	2,291E-8	4,973E-7	3,754E-8	2,416E+0	2,558E-1
4,944E+3	-3,520E-7	3,285E-8	2,960E-7	4,061E-8	4,599E-7	5,223E-8	2,442E+0	4,053E-1
4,944E+3	-2,260E-7	5,455E-8	2,560E-7	4,986E-8	3,415E-7	7,391E-8	2,294E+0	7,115E-1
4,945E+3	-3,320E-7	8,067E-8	2,360E-7	5,160E-8	4,073E-7	9,576E-8	2,524E+0	8,249E-1
4,945E+3	-4,000E-7	2,236E-8	3,200E-7	2,754E-8	5,122E-7	3,547E-8	2,467E+0	2,531E-1
4,945E+3	-4,420E-7	6,587E-8	3,060E-7	4,275E-8	5,376E-7	7,853E-8	2,536E+0	5,181E-1
4,946E+3	-3,000E-7	3,948E-8	1,960E-7	4,368E-8	3,584E-7	5,887E-8	2,563E+0	6,633E-1
4,946E+3	-2,420E-7	5,543E-8	1,580E-7	5,829E-8	2,890E-7	8,043E-8	2,563E+0	1,113E+0
4,946E+3	-3,140E-7	7,363E-8	2,280E-7	5,157E-8	3,880E-7	8,989E-8	2,514E+0	8,189E-1
4,946E+3	-1,780E-7	7,263E-8	3,320E-7	8,817E-8	3,767E-7	1,142E-7	2,063E+0	1,004E+0
4,946E+3	-3,380E-7	9,089E-8	2,080E-7	4,688E-8	3,969E-7	1,023E-7	2,590E+0	9,087E-1
4,947E+3	-2,900E-7	9,110E-8	2,420E-7	7,448E-8	3,777E-7	1,177E-7	2,446E+0	1,076E+0
4,947E+3	-4,320E-7	6,089E-8	2,120E-7	8,243E-8	4,812E-7	1,025E-7	2,685E+0	1,111E+0
4,947E+3	-5,440E-7	7,149E-8	2,500E-7	6,218E-8	5,987E-7	9,475E-8	2,711E+0	7,626E-1
4,948E+3	-3,960E-7	7,762E-8	2,480E-7	8,173E-8	4,672E-7	1,127E-7	2,582E+0	9,900E-1
4,948E+3	-2,360E-7	6,895E-8	1,920E-7	6,067E-8	3,042E-7	9,184E-8	2,459E+0	1,058E+0
4,948E+3	-4,340E-7	4,914E-8	2,640E-7	4,364E-8	5,080E-7	6,572E-8	2,595E+0	5,199E-1
4,948E+3	-3,480E-7	4,614E-8	2,280E-7	3,367E-8	4,160E-7	5,712E-8	2,562E+0	5,084E-1
4,948E+3	-3,100E-7	5,553E-8	1,720E-7	7,843E-8	3,545E-7	9,609E-8	2,635E+0	1,291E+0
4,949E+3	-2,840E-7	5,843E-8	1,840E-7	4,871E-8	3,384E-7	7,607E-8	2,567E+0	8,606E-1
4,949E+3	-2,180E-7	6,130E-8	1,680E-7	4,889E-8	2,752E-7	7,841E-8	2,485E+0	1,006E+0
4,949E+3	-3,000E-7	8,770E-8	1,980E-7	7,887E-8	3,594E-7	1,180E-7	2,558E+0	1,264E+0
4,950E+3	-3,280E-7	1,537E-7	4,980E-7	1,436E-7	5,963E-7	2,103E-7	2,153E+0	1,185E+0
4,950E+3	-3,160E-7	1,357E-7	1,100E-7	1,137E-7	3,346E-7	1,770E-7	2,807E+0	3,140E+0
4,950E+3	-2,880E-7	5,953E-8	1,200E-7	6,892E-8	3,120E-7	9,107E-8	2,747E+0	1,677E+0
4,950E+3	-1,920E-7	1,368E-7	2,540E-7	1,132E-7	3,184E-7	1,776E-7	2,218E+0	1,865E+0
4,950E+3	-8,600E-8	2,723E-7	4,400E-8	2,298E-7	9,660E-8	3,563E-7	2,669E+0	1,630E+1
4,951E+3	-4,160E-7	1,949E-7	-2,560E-7	2,245E-7	4,885E-7	2,973E-7	-2,590E+0	-2,575E+0
4,951E+3	-9,800E-8	3,954E-7	-2,740E-7	4,308E-7	2,910E-7	5,848E-7	-1,914E+0	-8,290E+0
4,951E+3	-8,080E-7	1,527E-7	2,880E-7	1,396E-7	8,578E-7	2,069E-7	2,799E+0	1,456E+0
4,952E+3	-2,680E-7	1,397E-7	5,300E-7	1,296E-7	5,939E-7	1,905E-7	2,039E+0	1,174E+0
4,952E+3	-3,400E-7	1,887E-7	3,800E-8	1,504E-7	3,421E-7	2,413E-7	3,030E+0	1,211E+1
4,952E+3	-3,980E-7	1,331E-7	-2,000E-9	1,311E-7	3,980E-7	1,868E-7	-3,137E+0	-2,057E+2
4,952E+3	-4,920E-7	7,375E-8	3,020E-7	1,122E-7	5,773E-7	1,342E-7	2,591E+0	1,038E+0
4,952E+3	-3,500E-7	6,455E-8	2,520E-7	4,928E-8	4,313E-7	8,121E-8	2,518E+0	6,768E-1
4,953E+3	-5,440E-7	7,976E-8	1,840E-7	6,969E-8	5,743E-7	1,059E-7	2,815E+0	1,143E+0
4,953E+3	-4,060E-7	8,904E-8	2,520E-7	8,409E-8	4,778E-7	1,225E-7	2,586E+0	1,033E+0
4,953E+3	-4,080E-7	1,932E-7	2,240E-7	1,410E-7	4,654E-7	2,392E-7	2,640E+0	2,079E+0
4,954E+3	-1,320E-7	1,785E-7	2,800E-8	1,870E-7	1,349E-7	2,585E-7	2,933E+0	1,999E+1
4,954E+3	-1,300E-7	2,027E-7	-3,800E-8	2,230E-7	1,354E-7	3,013E-7	-2,857E+0	-1,735E+1
4,954E+3	-4,120E-7	1,272E-7	2,580E-7	1,231E-7	4,861E-7	1,770E-7	2,582E+0	1,467E+0
4,954E+3	-5,940E-7	2,875E-7	3,100E-7	2,724E-7	6,700E-7	3,960E-7	2,661E+0	2,669E+0
